ItemID,Frequency
N12841,527
N41633,526
N3894,526
N43175,526
N2192,525
N27243,525
N21981,525
N37630,524
N3520,524
N15670,524
N43627,523
N35108,523
N33485,523
N64172,523
N15545,523
N57931,523
N52116,523
N63063,523
N24677,522
N51777,522
N54090,522
N28081,521
N31663,521
N20569,521
N10928,521
N27608,521
N25608,521
N65066,521
N34455,520
N11264,520
N54012,520
N4359,520
N5145,520
N49088,520
N15220,519
N11506,519
N16642,519
N48171,519
N57083,519
N31090,518
N38865,518
N61702,518
N32194,517
N39112,517
N59156,517
N21862,517
N53901,517
N64716,516
N4530,516
N28862,516
N23539,515
N7875,515
N39192,515
N39328,515
N16030,514
N4272,514
N25302,513
N25472,513
N31802,513
N20286,513
N26978,513
N34829,511
N19161,511
N48603,511
N2858,511
N31142,511
N60858,511
N10136,511
N49997,511
N38825,510
N6750,510
N57998,510
N60241,510
N12805,510
N3567,510
N27642,510
N55946,510
N63971,509
N20078,509
N47916,509
N37065,509
N10231,508
N12680,508
N53613,508
N48362,507
N64541,507
N27864,507
N55550,506
N36883,506
N43095,506
N24488,506
N60028,505
N50941,505
N45978,504
N12306,504
N48645,504
N9360,503
N41795,503
N20592,503
N48396,503
N7834,502
N49136,502
N8572,502
N57011,502
N54966,501
N33958,501
N62396,501
N22273,500
N17254,500
N6072,500
N63835,499
N14914,499
N45807,499
N54434,499
N57187,498
N31181,498
N22705,497
N4445,497
N61166,497
N20500,497
N1969,496
N52631,496
N33213,496
N7981,496
N8647,496
N39554,496
N7046,496
N13257,495
N31825,495
N33314,495
N46865,495
N18845,494
N63376,493
N54267,493
N35403,493
N58262,493
N29680,492
N58045,492
N41219,492
N11863,491
N31666,490
N42603,490
N37018,490
N47186,490
N35033,489
N3614,489
N52227,489
N36236,489
N18730,489
N39699,488
N1919,488
N14888,487
N40736,487
N59484,487
N36836,487
N31061,486
N18951,486
N63513,486
N25378,486
N3243,486
N53451,485
N23394,485
N8160,485
N40265,484
N21615,484
N29420,484
N32924,483
N54891,483
N30701,483
N44551,483
N5469,483
N49362,483
N30864,482
N35601,482
N43677,482
N55434,482
N11523,482
N5499,482
N19028,481
N64838,481
N42760,481
N45610,481
N4868,481
N24448,481
N49897,480
N57728,480
N18004,480
N36575,480
N39380,479
N8305,479
N51483,479
N57464,479
N58379,478
N64800,478
N27268,478
N62266,478
N30845,478
N32320,478
N31025,477
N5962,477
N52670,477
N31699,477
N50455,476
N25546,476
N48621,475
N59303,475
N22519,474
N56499,474
N27408,474
N48517,474
N8745,474
N39749,474
N49290,474
N5696,474
N36787,474
N51305,474
N17482,474
N42713,473
N10073,473
N17214,473
N51783,473
N33063,473
N43132,473
N33117,472
N16710,472
N11901,472
N58559,471
N17351,471
N21358,471
N509,470
N63883,470
N4060,470
N21561,470
N23887,470
N41954,470
N157,470
N44383,470
N13923,470
N51942,470
N50064,470
N21117,469
N41225,469
N55779,468
N41045,468
N1194,467
N44347,467
N19301,467
N47737,467
N57902,467
N29086,467
N50332,467
N31134,467
N787,466
N723,466
N1506,466
N3483,466
N13508,465
N50030,465
N33503,465
N3683,465
N3530,465
N34820,465
N54235,465
N8569,464
N51368,464
N49640,464
N64505,464
N16284,464
N60826,464
N47482,463
N23203,463
N28463,463
N19809,463
N45964,463
N10671,462
N3142,462
N37976,462
N29382,462
N59171,462
N12110,462
N38340,461
N5626,461
N50691,461
N34930,461
N17769,461
N8024,460
N50985,460
N15393,460
N64039,460
N51998,460
N53196,460
N38736,459
N22836,459
N33458,459
N29341,458
N61961,458
N31694,458
N58837,458
N53688,458
N16111,458
N7272,458
N33291,457
N47557,457
N23035,457
N2554,457
N15081,457
N18961,456
N18597,456
N31599,456
N15476,456
N34775,456
N16863,456
N51058,456
N26005,456
N9836,456
N20743,456
N11673,455
N29561,455
N1455,455
N36766,455
N20288,455
N1670,455
N61534,454
N38339,454
N33417,454
N49728,454
N31106,454
N5034,453
N50961,453
N49061,453
N57660,453
N51934,453
N538,452
N17266,452
N14734,452
N44457,452
N50938,452
N26288,451
N26897,451
N42274,451
N4647,450
N64014,450
N63930,450
N50346,450
N872,450
N43674,449
N37814,449
N59469,449
N39584,449
N48882,449
N32570,448
N39638,448
N31335,448
N51270,448
N7442,448
N21767,448
N40583,448
N59426,447
N11786,447
N32573,447
N41792,447
N24803,447
N22594,447
N22545,447
N37363,447
N12979,446
N45310,446
N30145,446
N55031,446
N35737,446
N55435,446
N30680,446
N33835,446
N31143,446
N22081,444
N4052,444
N63112,443
N6713,443
N47218,443
N1120,443
N10410,443
N20925,442
N36792,442
N22344,442
N53834,442
N52063,441
N34888,441
N57457,441
N26661,441
N33163,441
N15672,440
N24728,440
N49175,440
N23084,440
N61535,440
N62163,440
N38285,439
N58698,439
N32560,439
N20397,439
N48477,438
N58504,438
N64163,438
N52648,438
N10284,438
N7646,438
N54659,438
N49008,437
N49860,437
N13836,437
N16781,437
N55173,437
N8603,437
N24579,437
N46133,437
N38179,436
N10331,436
N35259,436
N29891,436
N28576,435
N28910,435
N45597,435
N56461,435
N46372,435
N8629,435
N39634,435
N57336,434
N52314,434
N30737,434
N4247,434
N16816,434
N62268,434
N1430,434
N19736,434
N61681,434
N22010,434
N15501,433
N47054,433
N52883,433
N28711,433
N3124,433
N51883,433
N21503,432
N65055,432
N47404,432
N26165,432
N63033,432
N60879,431
N58571,431
N7111,431
N10602,431
N13395,431
N36476,431
N1944,431
N45971,430
N54072,430
N27927,430
N51613,430
N58652,429
N22150,429
N30121,429
N885,429
N47302,429
N57255,428
N4562,428
N53275,428
N45549,428
N28981,427
N52022,427
N33083,427
N47922,427
N46996,427
N63539,427
N12353,427
N3183,427
N50614,427
N33092,426
N15521,426
N28311,426
N17317,426
N46256,426
N13355,426
N6253,426
N42768,426
N38488,425
N4370,425
N3615,425
N36676,425
N9304,424
N3737,424
N7879,424
N12845,424
N10447,423
N56003,423
N7606,423
N63405,423
N47798,423
N29718,423
N38014,422
N22066,422
N2204,422
N61813,422
N46194,422
N53713,422
N3874,422
N54627,422
N5376,422
N54410,422
N10053,422
N16349,422
N28349,422
N63741,421
N14662,421
N13826,420
N4472,420
N6152,420
N57463,420
N6154,420
N468,419
N25554,419
N8129,419
N24913,419
N34937,419
N26459,419
N47167,419
N26606,418
N18069,418
N15300,417
N51840,417
N12454,417
N24733,417
N49998,417
N10270,417
N8936,416
N60604,416
N18366,415
N38039,415
N62105,415
N11327,415
N31111,415
N22639,414
N59653,414
N58649,414
N54927,414
N64742,414
N24215,414
N9763,413
N28888,413
N921,413
N16976,413
N54730,413
N20722,413
N21217,412
N63725,412
N9545,412
N5013,412
N60530,412
N45609,412
N43512,412
N5672,412
N5238,412
N57987,412
N62374,412
N25699,412
N14901,411
N63526,411
N11597,411
N31550,411
N52921,411
N43263,411
N15848,411
N31709,411
N10795,410
N45447,410
N28376,410
N33622,410
N39363,410
N37977,410
N15159,410
N37859,410
N52652,410
N62002,410
N25941,409
N47796,409
N11276,409
N41694,409
N32485,409
N54793,409
N37528,409
N50837,408
N21012,408
N18900,408
N424,408
N50456,407
N23488,407
N35772,407
N56688,406
N41373,406
N26744,406
N39043,405
N24889,405
N50035,405
N50638,405
N60669,405
N63499,405
N17390,404
N26262,404
N37690,404
N62485,404
N31318,404
N35321,403
N37481,403
N22126,403
N10986,403
N25488,403
N59440,403
N40962,403
N42358,403
N56575,402
N47232,402
N46582,402
N30432,402
N3775,402
N4336,401
N27655,401
N21259,401
N31070,401
N51971,401
N49914,401
N43348,401
N11709,401
N30589,401
N38924,401
N15745,400
N49953,400
N63019,400
N21600,400
N20284,400
N19845,400
N49758,400
N52214,399
N22130,399
N37003,399
N50599,398
N37039,398
N62357,398
N11708,398
N28290,398
N30228,397
N27877,397
N48256,397
N45636,396
N22469,396
N31857,396
N6163,395
N53161,395
N14981,395
N44805,395
N14454,395
N52695,395
N30012,395
N48234,395
N60186,395
N45519,394
N7098,394
N21145,394
N35597,394
N25300,393
N23912,393
N24092,393
N9858,393
N35519,393
N21555,393
N61203,393
N6835,393
N5390,393
N51147,393
N27953,393
N58883,392
N19827,392
N46920,392
N19183,392
N23984,392
N42937,392
N3820,392
N45174,392
N63183,391
N1850,391
N42829,391
N60441,390
N61659,390
N1589,390
N21389,390
N10643,390
N15755,390
N51180,390
N15464,390
N5327,390
N16912,390
N60094,390
N38310,390
N43347,389
N30073,389
N27452,389
N52096,389
N54516,389
N61163,389
N37333,389
N35835,388
N34000,388
N26526,388
N1064,388
N42416,388
N7645,388
N30269,388
N63221,388
N14975,388
N54149,387
N57012,387
N47655,387
N20129,387
N49361,387
N36602,386
N49145,386
N2968,386
N35190,386
N42055,386
N21268,386
N34451,385
N37211,385
N6231,385
N23370,385
N1258,385
N51226,385
N3188,384
N26109,384
N4786,383
N17248,383
N40356,383
N53107,383
N4764,383
N65128,383
N3132,383
N4415,383
N40791,383
N18942,383
N10444,383
N8401,383
N10978,382
N18916,382
N55000,382
N57924,382
N30472,382
N31126,382
N3280,381
N58615,381
N7851,381
N48871,381
N56668,380
N5607,380
N19439,380
N15435,380
N21298,380
N30501,380
N6157,380
N21452,379
N17854,379
N29499,379
N19979,379
N49153,379
N44589,379
N23163,379
N64609,379
N8517,379
N11273,378
N61428,378
N20766,378
N370,378
N40231,378
N36636,378
N27756,378
N60120,377
N3536,377
N43924,377
N38593,377
N37242,377
N10715,376
N11056,376
N64118,376
N9553,376
N49478,376
N10964,376
N28030,376
N23349,376
N33246,376
N27099,376
N28128,376
N65162,375
N53382,375
N9685,375
N28532,375
N32447,375
N62287,374
N5547,374
N28850,374
N15068,374
N34520,374
N15789,374
N9012,374
N25485,374
N59250,374
N35518,374
N44105,374
N20916,374
N12489,373
N65031,373
N64826,373
N15117,373
N40396,373
N56518,373
N44702,372
N697,372
N38299,372
N3508,372
N36813,372
N14200,372
N26119,372
N59588,372
N9829,371
N46647,371
N1267,371
N65043,371
N27863,371
N21598,371
N27454,371
N48553,370
N57972,370
N23971,370
N31768,370
N44959,370
N16545,369
N3449,369
N19110,369
N23045,369
N48878,368
N22562,368
N19636,368
N1362,368
N36133,368
N245,368
N52270,368
N52420,368
N54024,368
N58933,368
N55526,368
N46239,367
N11514,367
N5667,367
N60470,367
N51073,367
N39755,367
N20148,367
N38343,367
N4966,366
N2777,366
N44737,366
N44277,366
N4567,366
N46599,366
N10202,366
N4244,366
N42840,366
N35920,366
N10406,366
N61575,366
N61455,366
N59590,366
N38465,366
N60730,365
N20101,365
N22141,365
N46444,365
N34981,365
N58553,365
N44006,365
N49495,365
N59649,364
N61277,364
N47143,364
N28203,364
N36660,364
N57340,364
N34865,364
N26348,364
N18681,363
N18247,363
N34627,363
N12157,362
N38441,362
N32683,362
N49519,362
N3857,362
N1085,362
N42569,362
N28852,362
N35290,361
N15562,361
N63910,361
N63306,361
N64626,361
N50778,361
N22732,361
N10065,361
N38675,361
N28952,361
N61275,360
N32979,360
N24741,360
N35459,360
N52755,360
N25582,360
N13569,360
N37075,359
N46057,359
N51289,359
N21680,359
N391,359
N65170,359
N60388,359
N13197,359
N22222,359
N9900,358
N25109,358
N39968,358
N27103,358
N17196,358
N11508,358
N14303,357
N25633,357
N42336,357
N21272,357
N59306,357
N49319,357
N61174,357
N16625,357
N8203,357
N57368,357
N1191,356
N26754,356
N28811,356
N33861,356
N41011,356
N23924,355
N17495,355
N25971,355
N9074,355
N29207,354
N44278,354
N62615,354
N43749,354
N19847,354
N16655,353
N52301,353
N37327,353
N6702,353
N5823,353
N57908,353
N2814,353
N27631,353
N36095,353
N55125,353
N44425,352
N23305,352
N11719,352
N15204,352
N37011,352
N28879,352
N55059,352
N42313,352
N31795,351
N46804,351
N38621,351
N44230,351
N61081,351
N40949,350
N50580,350
N61773,350
N51248,350
N40106,350
N15797,350
N35,349
N10052,349
N40286,349
N3057,349
N35606,349
N11037,349
N52361,349
N26734,349
N53199,349
N56460,349
N8896,348
N3930,348
N19787,348
N45344,348
N33506,348
N60936,348
N4355,347
N58918,347
N19968,347
N17403,347
N58957,347
N461,347
N19048,346
N26947,346
N46185,346
N54580,346
N41573,345
N15766,345
N23202,345
N60585,345
N9743,345
N24917,345
N12760,345
N4413,345
N34409,345
N59328,345
N1848,345
N58102,345
N52236,344
N5123,344
N61315,344
N51015,344
N19628,344
N6768,344
N15598,344
N52382,344
N41495,344
N63357,343
N4159,343
N23062,343
N54575,343
N43376,343
N8316,343
N50575,343
N10814,343
N5301,343
N50027,343
N10884,342
N15189,342
N56247,342
N23024,342
N56665,342
N37367,342
N26837,342
N48038,342
N29068,342
N14305,342
N49809,341
N30092,341
N64435,341
N54490,341
N45380,340
N62659,340
N60781,340
N63448,340
N28963,340
N13312,340
N8635,340
N58185,340
N34124,340
N3542,339
N4705,339
N5433,339
N18766,339
N25981,339
N29854,339
N33528,339
N52687,339
N2189,339
N43001,339
N24428,338
N62549,338
N58977,338
N21844,338
N52049,338
N31895,338
N44013,338
N55948,338
N31285,338
N49456,337
N29736,337
N55290,337
N11027,337
N51157,337
N16834,337
N27817,337
N25563,337
N17133,336
N9170,336
N21118,336
N18708,336
N30892,336
N39421,336
N45736,336
N26463,336
N11345,336
N55620,336
N52626,336
N2234,336
N50907,336
N16416,336
N26693,336
N1475,335
N46131,335
N1167,335
N21459,335
N14376,335
N54022,335
N26113,335
N16244,335
N51057,335
N1071,335
N62486,334
N9186,334
N12860,334
N59085,334
N58782,334
N57510,334
N48644,333
N26264,333
N25792,333
N50427,333
N55167,333
N57275,332
N44732,332
N45896,332
N3657,332
N23459,332
N25285,332
N53900,332
N17009,332
N27984,332
N8831,331
N43854,331
N36327,331
N58078,331
N12755,331
N10989,331
N8298,331
N35375,331
N58731,331
N20602,330
N16420,330
N17337,330
N57237,330
N11653,330
N833,329
N12128,329
N22032,329
N36848,329
N12427,329
N3077,329
N15354,329
N2985,329
N56390,329
N596,329
N15493,329
N17740,329
N64248,328
N754,328
N48259,328
N57491,328
N54807,328
N54594,328
N24599,328
N50074,328
N46672,328
N50175,328
N6384,328
N65166,327
N9890,327
N3346,327
N53141,327
N62168,327
N27214,326
N61114,326
N13866,326
N44283,326
N21577,326
N64512,326
N61870,326
N64952,326
N59395,326
N10749,326
N64193,326
N32662,326
N63685,326
N20522,325
N45199,325
N27895,325
N15444,325
N29541,325
N36653,325
N32842,325
N58428,325
N18574,325
N52381,325
N61519,325
N38962,325
N1470,324
N16855,324
N879,324
N33200,324
N45042,324
N828,324
N59517,324
N15630,324
N44021,324
N11650,324
N21604,324
N13303,323
N7714,323
N21899,323
N15528,323
N41017,323
N147,323
N19203,323
N33086,322
N7512,322
N20964,322
N14697,322
N6354,322
N1051,322
N57258,322
N6656,321
N44250,321
N14343,321
N40344,321
N45282,321
N15933,321
N9629,321
N55468,321
N53846,320
N7884,320
N1978,320
N26713,320
N54347,320
N14548,320
N23575,320
N9151,320
N62609,320
N50873,319
N932,319
N19280,319
N63916,319
N14292,319
N36164,319
N44454,318
N48015,318
N46744,318
N26778,318
N32804,318
N46096,318
N59053,318
N47356,318
N35194,318
N9293,318
N4192,317
N41344,317
N19675,317
N60291,317
N52543,317
N20619,317
N39495,317
N60625,317
N3826,316
N34331,316
N23344,316
N49842,316
N50407,316
N53596,316
N30434,316
N33194,316
N53441,316
N47649,316
N41310,316
N11228,315
N54157,315
N3613,315
N54103,315
N42126,315
N58154,314
N62501,314
N20680,314
N18569,313
N38456,313
N43068,313
N56692,313
N53224,313
N19105,313
N54416,312
N64071,312
N27847,312
N9460,312
N9400,312
N17211,312
N35543,312
N25870,312
N11483,312
N43495,312
N41673,312
N5477,312
N17349,312
N61108,311
N38523,311
N57754,311
N18630,311
N50334,311
N21554,311
N47727,311
N18555,311
N56394,310
N6648,310
N32971,310
N39535,310
N5683,310
N39697,310
N57303,310
N61499,310
N17001,310
N18381,310
N6107,310
N7428,310
N25828,310
N24625,309
N55667,309
N31281,309
N18562,309
N24865,309
N29856,309
N9863,309
N14647,309
N31740,309
N8978,309
N1622,309
N64521,309
N4693,309
N6040,308
N64980,308
N56152,308
N42577,308
N47051,308
N23903,308
N27868,308
N49568,307
N57557,307
N14956,307
N25817,307
N20147,307
N5317,307
N20718,307
N38143,306
N19065,306
N57742,306
N17046,306
N4864,306
N28444,306
N47672,306
N26435,306
N10804,306
N28553,306
N50028,306
N22293,306
N59516,306
N34777,305
N26758,305
N5201,305
N42373,305
N4440,305
N18774,305
N24237,305
N44957,305
N30144,305
N27830,305
N61449,305
N35385,305
N13239,305
N43092,305
N57607,305
N22101,304
N26304,304
N41025,304
N59884,304
N4763,304
N56794,304
N43704,304
N8715,304
N6722,304
N11704,304
N17176,303
N5277,303
N28015,303
N22012,303
N60153,303
N10969,303
N63969,303
N27120,303
N43475,303
N48844,303
N17252,302
N41420,302
N19760,302
N38870,302
N57738,302
N15022,302
N44070,302
N19913,302
N39428,302
N52784,302
N19693,302
N20207,302
N50036,302
N51852,302
N46242,302
N4233,302
N42050,302
N63453,302
N20840,301
N26636,301
N36609,301
N36091,301
N15578,301
N20769,301
N13742,301
N46861,300
N39949,300
N5861,300
N12865,300
N7637,300
N32644,300
N60412,300
N30955,300
N52782,300
N56594,300
N52057,300
N9248,300
N60933,300
N37549,300
N57061,300
N26000,299
N11907,299
N35749,299
N41308,299
N39161,299
N25103,299
N20708,299
N40871,299
N53187,298
N24045,298
N41471,298
N41579,298
N44521,298
N1480,298
N35409,298
N52041,298
N30113,297
N30253,297
N56841,297
N52532,297
N7889,297
N25010,297
N42973,297
N25778,297
N33520,297
N13700,297
N12722,297
N25078,297
N29316,297
N55937,297
N49977,297
N55885,296
N39978,296
N11439,296
N19184,296
N817,296
N49077,296
N45962,296
N31891,296
N16864,295
N28091,295
N52692,295
N43213,295
N24233,295
N33304,295
N15620,295
N25549,295
N16902,295
N10175,295
N29198,295
N45330,294
N17489,294
N27106,294
N24633,294
N43847,294
N10855,294
N31602,294
N39084,294
N48109,294
N42750,294
N29529,293
N60978,293
N48922,293
N39837,293
N28375,293
N48369,293
N50790,293
N20735,293
N80,293
N47826,293
N6908,293
N36386,293
N13351,293
N52199,292
N28766,292
N26318,292
N1732,292
N23628,292
N65018,292
N37681,292
N27550,292
N47822,291
N59319,291
N12143,291
N8984,291
N49639,291
N49365,291
N4665,291
N8794,291
N36593,291
N57239,291
N33198,290
N30989,290
N14514,290
N45225,290
N48564,290
N836,290
N64561,290
N49553,290
N54512,290
N6509,290
N10520,290
N1019,290
N52333,290
N37878,290
N38774,289
N59285,289
N31177,289
N50085,289
N9282,289
N23476,289
N62111,289
N37084,289
N60467,289
N17796,289
N37997,289
N51693,289
N11399,289
N28158,288
N21658,288
N13716,288
N22719,288
N27203,288
N13298,288
N4960,288
N57934,288
N12657,288
N36443,288
N1300,288
N16793,288
N28240,288
N27447,288
N19630,287
N12327,287
N1219,287
N8249,287
N39778,287
N15577,287
N42359,287
N11699,287
N19974,286
N60989,286
N12883,286
N3653,286
N4741,286
N12173,286
N45741,286
N29415,286
N45088,286
N31202,286
N12431,286
N30925,285
N45443,285
N11703,285
N59572,285
N8229,285
N30709,285
N26633,285
N57377,285
N44099,285
N40884,285
N13758,284
N11821,284
N35255,284
N53445,284
N4702,284
N11818,284
N31658,284
N64845,284
N60882,284
N24429,283
N17423,283
N42342,283
N63324,283
N19386,283
N21876,283
N36247,283
N27938,283
N1183,283
N27181,283
N7650,283
N8469,283
N45012,283
N13400,283
N42811,283
N45090,283
N49282,283
N43608,282
N26040,282
N17938,282
N9364,282
N15246,282
N58955,282
N4434,282
N39293,282
N45433,282
N27278,282
N3757,281
N25814,281
N46305,281
N5828,281
N7187,281
N9751,281
N3247,281
N40075,281
N40112,281
N43675,281
N40324,281
N40579,281
N41804,281
N35129,281
N27528,281
N35137,281
N13895,281
N46768,280
N60596,280
N46330,280
N23526,280
N49512,280
N4080,280
N28455,280
N36514,280
N28853,279
N39838,279
N1679,279
N38920,279
N58668,279
N29453,279
N17419,279
N39017,279
N6004,279
N7080,279
N46085,278
N51391,278
N12393,278
N29910,278
N4824,278
N46750,278
N41309,278
N46962,278
N49531,278
N12801,278
N29955,278
N6905,278
N31371,278
N48068,278
N35120,278
N46458,278
N58227,277
N6842,277
N50999,277
N28828,277
N16451,277
N13693,277
N34496,277
N47520,277
N51293,276
N45033,276
N29782,276
N60304,276
N10896,276
N34272,276
N51232,276
N27061,276
N50047,275
N51588,275
N16566,275
N29690,275
N8419,275
N21122,275
N10743,275
N19870,275
N49458,275
N19829,275
N17340,274
N54528,274
N41562,274
N14229,274
N3127,274
N26619,274
N254,273
N53204,273
N49874,273
N57279,273
N16870,273
N45354,273
N44665,273
N44935,273
N44954,272
N54378,272
N36929,272
N42297,272
N34323,272
N38229,272
N6185,272
N54755,272
N45737,272
N5393,272
N9643,271
N53043,271
N32185,271
N62834,271
N42918,271
N11552,271
N36166,271
N9457,271
N51991,271
N36269,271
N37563,271
N59349,271
N7844,271
N24870,271
N33164,271
N4932,271
N62745,271
N389,270
N33399,270
N13361,270
N46504,270
N35753,270
N14275,270
N6792,270
N55042,270
N38342,270
N60485,270
N13330,270
N15147,270
N8953,270
N21695,270
N31639,270
N56812,270
N8201,270
N42994,269
N62004,269
N22950,269
N51724,269
N52363,269
N58767,269
N58878,269
N23207,269
N13918,269
N48643,269
N62705,268
N64669,268
N52066,268
N45829,268
N21514,268
N25134,268
N44912,268
N39044,268
N56529,268
N48024,268
N50019,268
N20291,268
N5252,267
N12394,267
N53264,267
N15924,267
N54763,267
N51294,267
N50033,267
N14949,267
N48282,267
N23986,267
N26560,267
N17863,267
N22581,266
N10016,266
N26598,266
N53750,266
N24025,266
N15018,266
N11154,266
N7231,265
N10815,265
N25691,265
N61167,265
N60137,265
N9664,265
N60587,265
N49198,265
N29804,265
N32006,265
N20760,265
N40493,265
N63766,265
N40475,265
N14741,264
N59118,264
N39147,264
N49926,264
N11831,264
N14972,264
N6523,264
N24453,264
N41589,264
N51873,264
N45828,264
N15239,263
N38843,263
N59173,263
N31686,263
N25855,263
N55776,263
N26349,263
N12546,263
N14378,263
N58823,263
N4292,263
N58804,263
N39888,263
N4740,263
N28833,262
N63053,262
N62211,262
N36300,262
N45824,262
N18005,262
N7127,262
N44090,262
N12352,261
N48811,261
N10107,261
N38453,261
N46732,261
N45464,261
N15470,261
N34661,261
N46107,261
N36333,261
N4483,261
N13821,261
N8676,261
N44077,260
N45291,260
N36444,260
N10764,260
N64050,260
N52897,260
N7973,260
N12827,260
N24651,260
N9034,260
N60442,260
N21915,260
N20796,259
N44751,259
N60305,259
